,customer_id,transaction_count,most_recent_transaction_day,sum_profit,age,gender,wealth_segment,state,job_title,job_industry_category,owns_car,past_3_years_bike_related_purchases,tenure,property_valuation,label,job_cluster
11068,1675,4,2255,3067.0600000000004,68.0,Male,Affluent Customer,VIC,Engineer I,Manufacturing,True,76.0,14.0,12.0,1,2.0
11072,3348,3,2283,1136.03,67.0,Female,High Net Worth,NSW,Pharmacist,Health,True,93.0,6.0,1.0,0,0.0
11075,376,3,2197,368.1700000000001,57.0,Female,Mass Customer,VIC,Financial Advisor,Financial Services,True,60.0,19.0,7.0,1,13.0
11078,1086,9,2167,4705.65,34.0,Male,Mass Customer,VIC,Statistician IV,Property,True,84.0,4.0,9.0,3,39.0
11087,181,5,2204,2365.24,41.0,Female,Mass Customer,VIC,Senior Editor,Manufacturing,False,49.0,9.0,1.0,1,34.0
11092,3282,4,2170,2504.2799999999997,64.0,Female,High Net Worth,NSW,Clinical Specialist,Health,False,8.0,13.0,10.0,1,3.0
11096,2389,3,2162,1030.19,49.0,Male,High Net Worth,NSW,Desktop Support Technician,Retail,False,18.0,7.0,8.0,1,0.0
11099,1257,3,2410,1791.15,51.0,Male,Affluent Customer,QLD,Assistant Professor,Property,True,40.0,9.0,2.0,0,26.0
11102,150,4,2229,2446.51,40.0,Male,Affluent Customer,NSW,Cost Accountant,Financial Services,False,6.0,17.0,7.0,1,1.0
11106,1649,3,2225,3089.37,61.0,Male,Mass Customer,NSW,Chief Design Engineer,Property,False,6.0,7.0,8.0,1,16.0
11109,1199,8,2197,2037.32,65.0,Male,Affluent Customer,NSW,VP Accounting,Financial Services,True,7.0,5.0,7.0,2,7.0
11117,793,10,2155,4778.329999999999,34.0,Female,High Net Worth,NSW,Actuary,Financial Services,True,97.0,9.0,10.0,3,0.0
11127,3331,5,2190,3159.58,52.0,Female,Mass Customer,VIC,Technical Writer,Financial Services,False,18.0,8.0,3.0,2,0.0
11132,2655,6,2311,4527.9400000000005,57.0,Male,Mass Customer,QLD,Nuclear Power Engineer,Manufacturing,False,56.0,15.0,3.0,2,2.0
11138,157,3,2289,294.0099999999999,49.0,Male,Affluent Customer,VIC,Financial Advisor,Financial Services,False,97.0,16.0,8.0,0,13.0
11141,971,5,2202,4015.7799999999997,35.0,Male,High Net Worth,VIC,Geologist I,Manufacturing,False,11.0,22.0,7.0,2,21.0
11146,2795,2,2379,1208.31,57.0,Female,Mass Customer,VIC,Research Assistant III,Financial Services,False,9.0,17.0,3.0,0,22.0
11148,1491,3,2314,1591.3300000000002,26.0,Female,Mass Customer,NSW,Senior Sales Associate,Health,True,96.0,4.0,5.0,0,40.0
11151,574,4,2431,2172.4100000000003,33.0,Male,Mass Customer,NSW,Senior Cost Accountant,Financial Services,False,95.0,20.0,12.0,0,1.0
11155,101,4,2162,2589.89,47.0,Male,High Net Worth,NSW,Nurse Practicioner,Manufacturing,False,83.0,11.0,10.0,1,10.0
11159,1518,4,2245,1365.79,52.0,Male,Affluent Customer,NSW,Safety Technician IV,Property,False,66.0,18.0,8.0,1,31.0
11163,138,7,2218,3377.12,38.0,Male,Affluent Customer,NSW,Recruiter,Financial Services,True,5.0,13.0,9.0,2,0.0
11170,397,5,2199,2618.0,42.0,Female,Affluent Customer,QLD,Paralegal,Financial Services,True,86.0,5.0,7.0,1,0.0
11175,580,5,2178,2185.51,47.0,Male,Mass Customer,NSW,Compensation Analyst,Financial Services,True,83.0,14.0,7.0,1,9.0
11180,1760,6,2166,3666.94,57.0,Female,High Net Worth,VIC,Dental Hygienist,Health,False,68.0,15.0,8.0,2,0.0
11186,847,4,2268,2521.58,32.0,Female,High Net Worth,NSW,Chief Design Engineer,Retail,False,66.0,9.0,7.0,0,16.0
11190,1150,5,2257,6308.28,48.0,Female,Mass Customer,QLD,Information Systems Manager,Financial Services,True,64.0,13.0,4.0,2,9.0
11195,3450,6,2252,5577.06,30.0,Female,Mass Customer,QLD,Safety Technician III,Retail,False,85.0,6.0,3.0,2,31.0
11201,749,9,2234,1830.7199999999998,51.0,Male,Mass Customer,VIC,Environmental Specialist,Argiculture,False,47.0,19.0,12.0,2,3.0
11210,782,6,2179,3627.1699999999996,47.0,Female,Mass Customer,QLD,Geological Engineer,Manufacturing,False,30.0,17.0,3.0,2,2.0
11216,1630,3,2177,1915.23,39.0,Female,Mass Customer,NSW,Professor,Manufacturing,False,63.0,16.0,1.0,1,26.0
11219,2331,7,2173,3707.24,60.0,Female,Mass Customer,NSW,Database Administrator III,Financial Services,True,48.0,10.0,8.0,2,32.0
11226,2565,9,2183,7496.36,54.0,Female,Affluent Customer,NSW,Junior Executive,Health,True,62.0,9.0,11.0,3,28.0
11235,1121,2,2161,327.07000000000016,39.0,Female,Mass Customer,NSW,Registered Nurse,Health,True,30.0,3.0,11.0,1,10.0
11237,2798,5,2308,799.8499999999999,58.0,Male,High Net Worth,VIC,Recruiter,Argiculture,True,59.0,5.0,5.0,0,0.0
11242,1392,3,2261,3196.27,23.0,Female,Mass Customer,VIC,Human Resources Manager,Financial Services,False,28.0,1.0,6.0,1,25.0
11245,2546,4,2173,974.54,43.0,Female,High Net Worth,VIC,Assistant Professor,Manufacturing,False,45.0,11.0,5.0,1,26.0
11249,1236,5,2195,3588.56,49.0,Male,High Net Worth,VIC,Web Designer IV,Financial Services,True,75.0,18.0,7.0,2,11.0
11254,491,7,2222,2735.71,47.0,Male,Affluent Customer,VIC,Speech Pathologist,Property,True,45.0,19.0,10.0,2,0.0
11261,3217,11,2162,5564.08,55.0,Female,Mass Customer,NSW,Physical Therapy Assistant,Manufacturing,False,95.0,8.0,11.0,3,0.0
11272,1603,4,2177,1488.1699999999998,35.0,Male,Affluent Customer,QLD,Quality Engineer,Manufacturing,True,89.0,20.0,9.0,1,5.0
11276,1953,7,2164,3899.78,45.0,Female,High Net Worth,VIC,Paralegal,Financial Services,False,23.0,12.0,12.0,2,0.0
11283,404,8,2172,4874.55,27.0,Male,Affluent Customer,NSW,Geologist I,Financial Services,True,92.0,4.0,4.0,3,21.0
11291,2411,4,2377,3483.39,59.0,Male,High Net Worth,NSW,Technical Writer,Financial Services,False,0.0,13.0,12.0,0,0.0
11295,2429,3,2376,2883.65,43.0,Female,Mass Customer,NSW,Assistant Professor,Manufacturing,True,54.0,3.0,9.0,0,26.0
11298,1349,6,2197,1905.1599999999999,26.0,Male,Affluent Customer,VIC,Electrical Engineer,Manufacturing,False,83.0,1.0,10.0,1,2.0
11304,2005,6,2159,4047.83,45.0,Female,High Net Worth,VIC,Accountant I,Manufacturing,False,41.0,17.0,10.0,2,1.0
11310,146,2,2348,217.05999999999995,38.0,Male,Mass Customer,NSW,Quality Control Specialist,Manufacturing,False,34.0,8.0,11.0,0,5.0
11312,644,3,2311,550.0,23.0,Male,Affluent Customer,NSW,Administrative Officer,Health,False,59.0,2.0,1.0,0,19.0
11315,1920,1,2223,90.09999999999997,35.0,Male,Mass Customer,NSW,Sales Associate,Financial Services,False,29.0,13.0,1.0,1,40.0
11316,3367,6,2236,4779.07,22.0,Female,Mass Customer,VIC,Librarian,Entertainment,True,75.0,1.0,2.0,2,0.0
11322,2270,5,2283,5154.68,57.0,Male,Affluent Customer,VIC,Information Systems Manager,Retail,False,50.0,9.0,10.0,2,9.0
11327,822,1,2482,802.26,49.0,Female,High Net Worth,VIC,Sales Associate,Health,False,67.0,17.0,5.0,0,40.0
11328,1704,2,2273,1678.3900000000003,61.0,Male,High Net Worth,VIC,Analyst Programmer,IT,False,96.0,12.0,3.0,0,24.0
11330,2847,7,2198,4509.110000000001,47.0,Female,Mass Customer,NSW,Occupational Therapist,Health,False,50.0,12.0,9.0,2,0.0
11337,2218,3,2175,2743.5600000000004,31.0,Female,Affluent Customer,VIC,Senior Sales Associate,Health,False,94.0,4.0,1.0,1,40.0
11340,1796,2,2276,221.12,53.0,Female,High Net Worth,NSW,Desktop Support Technician,Manufacturing,True,79.0,8.0,9.0,0,0.0
11342,1855,4,2176,2257.8099999999995,52.0,Male,Mass Customer,VIC,Librarian,Entertainment,True,2.0,18.0,7.0,1,0.0
11346,2959,3,2288,1835.26,70.0,Female,Mass Customer,QLD,Registered Nurse,Health,True,1.0,11.0,5.0,0,10.0
11349,2741,3,2173,2316.34,24.0,Male,High Net Worth,QLD,Statistician II,Property,False,6.0,4.0,2.0,1,39.0
11352,2829,2,2298,1747.0800000000002,44.0,Female,High Net Worth,NSW,Electrical Engineer,Manufacturing,False,2.0,11.0,8.0,0,2.0
11354,607,10,2212,7137.62,47.0,Female,Mass Customer,NSW,Dental Hygienist,Health,False,55.0,15.0,11.0,3,0.0
11364,2436,4,2170,1700.17,37.0,Male,Mass Customer,NSW,Help Desk Technician,IT,False,37.0,4.0,11.0,1,15.0
11368,1497,6,2336,3022.99,50.0,Female,High Net Worth,NSW,Marketing Assistant,Retail,False,70.0,14.0,8.0,0,12.0
11374,2343,3,2216,3275.66,64.0,Male,High Net Worth,QLD,Nurse Practicioner,Argiculture,True,6.0,5.0,5.0,1,10.0
11377,3358,6,2191,4447.21,50.0,Male,Affluent Customer,NSW,Engineer I,Manufacturing,True,30.0,11.0,9.0,2,2.0
11383,2491,5,2259,1588.9,46.0,Male,Mass Customer,VIC,Clinical Specialist,Health,False,74.0,14.0,7.0,1,3.0
11388,2258,6,2206,3881.78,49.0,Female,High Net Worth,NSW,Account Executive,Retail,False,63.0,7.0,11.0,2,28.0
11394,2706,3,2277,1343.6100000000001,59.0,Male,Affluent Customer,NSW,Desktop Support Technician,Retail,False,59.0,6.0,12.0,0,0.0
11397,3302,4,2174,1428.2199999999998,67.0,Male,Affluent Customer,NSW,Compensation Analyst,Financial Services,False,17.0,19.0,9.0,1,9.0
11401,1197,4,2161,1559.1300000000006,26.0,Female,High Net Worth,NSW,Professor,Financial Services,True,44.0,5.0,8.0,1,26.0
11405,2626,4,2195,2023.9499999999998,25.0,Male,Affluent Customer,NSW,Account Coordinator,Property,True,42.0,4.0,5.0,1,18.0
11409,1110,6,2171,4574.099999999999,32.0,Male,High Net Worth,VIC,Information Systems Manager,Retail,False,73.0,12.0,7.0,2,9.0
11415,2292,7,2199,4768.849999999999,25.0,Female,Mass Customer,NSW,Research Nurse,Health,True,17.0,2.0,9.0,2,10.0
11422,2983,5,2283,3344.1699999999996,38.0,Male,Mass Customer,VIC,Human Resources Manager,Retail,True,2.0,17.0,9.0,0,25.0
11427,845,4,2251,1314.03,49.0,Female,Mass Customer,NSW,Associate Professor,Manufacturing,False,51.0,3.0,7.0,1,26.0
11431,2082,7,2155,2903.17,43.0,Female,Affluent Customer,NSW,Legal Assistant,Health,True,38.0,19.0,1.0,2,0.0
11438,2990,7,2168,2584.69,45.0,Male,High Net Worth,NSW,GIS Technical Architect,Argiculture,False,65.0,8.0,12.0,2,0.0
11445,242,7,2285,2558.7,31.0,Male,Affluent Customer,NSW,Nurse,Property,False,17.0,8.0,9.0,2,10.0
11452,2497,4,2200,2981.3900000000003,54.0,Male,Affluent Customer,QLD,Administrative Assistant IV,Property,False,33.0,12.0,9.0,1,19.0
11456,652,9,2159,2488.9000000000005,26.0,Female,High Net Worth,VIC,Staff Scientist,Financial Services,True,62.0,1.0,3.0,2,14.0
11465,1069,5,2358,1982.69,47.0,Male,Mass Customer,QLD,Web Designer I,Telecommunications,False,85.0,15.0,7.0,0,11.0
11470,1928,2,2188,879.4799999999999,46.0,Male,High Net Worth,NSW,Chemical Engineer,Manufacturing,True,2.0,13.0,9.0,1,2.0
11472,1804,3,2185,2156.17,60.0,Female,Affluent Customer,NSW,Product Engineer,Property,False,91.0,4.0,8.0,1,17.0
11475,898,1,2359,179.44,46.0,Female,Affluent Customer,NSW,General Manager,Financial Services,False,53.0,16.0,8.0,0,8.0
11476,1629,7,2155,6051.87,49.0,Male,Mass Customer,QLD,VP Accounting,Financial Services,False,46.0,14.0,5.0,3,7.0
11483,3234,2,2303,943.2,36.0,Male,Mass Customer,VIC,Safety Technician II,Manufacturing,True,35.0,19.0,8.0,0,31.0
11485,2530,6,2163,1691.1100000000001,63.0,Female,Mass Customer,NSW,Business Systems Development Analyst,Property,True,63.0,18.0,8.0,1,9.0
11491,2360,6,2181,4962.2,49.0,Female,High Net Worth,NSW,VP Accounting,Financial Services,True,0.0,5.0,10.0,2,7.0
11497,2738,5,2213,1252.9600000000003,26.0,Female,Mass Customer,NSW,Research Nurse,Health,False,77.0,5.0,9.0,1,10.0
11502,2824,6,2276,5278.02,28.0,Male,Affluent Customer,VIC,Assistant Media Planner,Entertainment,False,41.0,7.0,10.0,2,0.0
11508,3074,7,2164,4781.58,54.0,Male,Mass Customer,NSW,VP Quality Control,Health,True,31.0,12.0,9.0,2,5.0
11515,1790,5,2186,2258.68,30.0,Male,Affluent Customer,NSW,Budget/Accounting Analyst IV,Health,False,90.0,1.0,10.0,1,29.0
11520,2480,5,2196,3382.4,51.0,Female,High Net Worth,QLD,Nuclear Power Engineer,Manufacturing,True,3.0,16.0,2.0,2,2.0
11525,843,6,2156,2372.09,34.0,Male,Affluent Customer,NSW,Developer II,Manufacturing,True,80.0,9.0,10.0,2,4.0
11531,3110,3,2171,1429.5400000000002,29.0,Male,Affluent Customer,QLD,Community Outreach Specialist,IT,True,14.0,8.0,3.0,1,3.0
11534,264,4,2202,1025.2999999999997,45.0,Male,Mass Customer,NSW,Technical Writer,Health,False,31.0,11.0,10.0,1,0.0
11538,2400,8,2173,5205.75,45.0,Male,Mass Customer,QLD,Office Assistant III,Property,True,73.0,22.0,11.0,3,23.0
11546,1652,6,2250,2662.3900000000003,42.0,Female,High Net Worth,QLD,Operator,Manufacturing,True,53.0,7.0,10.0,2,15.0
11552,334,6,2210,2127.59,24.0,Female,Affluent Customer,VIC,Financial Advisor,Financial Services,True,71.0,3.0,2.0,2,13.0
11558,2555,5,2155,5495.54,47.0,Male,Affluent Customer,NSW,Health Coach IV,Health,False,43.0,11.0,7.0,2,27.0
11563,1684,6,2170,1507.2999999999997,44.0,Female,Mass Customer,QLD,Environmental Tech,Manufacturing,False,96.0,6.0,5.0,1,3.0
11569,1836,2,2320,1219.8600000000001,68.0,Female,Mass Customer,NSW,Research Nurse,Health,True,54.0,13.0,11.0,0,10.0
11571,1702,6,2168,2185.44,67.0,Male,Mass Customer,NSW,Research Nurse,Health,False,14.0,17.0,9.0,2,10.0
11577,538,7,2158,6447.15,67.0,Female,Mass Customer,QLD,Chemical Engineer,Manufacturing,True,33.0,5.0,7.0,3,2.0
11584,1828,3,2304,757.2499999999999,35.0,Female,Affluent Customer,QLD,Junior Executive,Manufacturing,False,65.0,14.0,7.0,0,28.0
11587,1300,6,2174,6148.62,32.0,Female,Affluent Customer,QLD,Physical Therapy Assistant,Financial Services,True,0.0,9.0,9.0,3,0.0
11593,3386,4,2161,2522.69,24.0,Male,High Net Worth,NSW,Structural Engineer,IT,True,24.0,2.0,1.0,1,2.0
11597,449,6,2287,3292.4,49.0,Female,High Net Worth,NSW,VP Product Management,Manufacturing,True,74.0,6.0,7.0,2,17.0
11603,3460,9,2209,8321.81,24.0,Male,Mass Customer,VIC,Actuary,Financial Services,False,22.0,2.0,10.0,3,0.0
11612,1166,6,2168,2539.71,50.0,Female,Affluent Customer,NSW,Quality Control Specialist,Health,False,40.0,8.0,8.0,2,5.0
11618,846,3,2236,2129.34,69.0,Male,Affluent Customer,NSW,Geologist I,Manufacturing,False,60.0,17.0,9.0,1,21.0
11621,1333,3,2161,1924.18,50.0,Male,High Net Worth,VIC,Compensation Analyst,Financial Services,False,4.0,9.0,2.0,1,9.0
11624,2838,3,2169,1554.3400000000001,46.0,Female,High Net Worth,QLD,Payment Adjustment Coordinator,Retail,False,14.0,21.0,8.0,1,18.0
11627,436,3,2204,2124.71,65.0,Male,Mass Customer,NSW,Internal Auditor,IT,False,75.0,18.0,10.0,1,0.0
11630,1350,2,2270,1235.26,66.0,Male,Mass Customer,VIC,Staff Scientist,Retail,True,10.0,8.0,7.0,0,14.0
11632,3183,8,2165,2059.05,49.0,Male,Mass Customer,VIC,Junior Executive,Health,False,64.0,14.0,10.0,2,28.0
11640,899,6,2203,1274.48,60.0,Female,Affluent Customer,NSW,Business Systems Development Analyst,Health,True,42.0,12.0,7.0,1,9.0
11646,96,3,2224,1135.25,55.0,Male,Mass Customer,NSW,Nuclear Power Engineer,Manufacturing,False,33.0,15.0,11.0,1,2.0
11649,1891,7,2235,4045.2000000000007,33.0,Male,Mass Customer,NSW,Marketing Manager,Retail,True,6.0,19.0,8.0,2,12.0
11656,2931,6,2211,1700.5500000000002,44.0,Male,Mass Customer,QLD,Executive Secretary,IT,True,61.0,6.0,5.0,1,28.0
11662,1167,4,2164,2641.9300000000003,27.0,Female,Mass Customer,QLD,Software Test Engineer III,Health,False,20.0,4.0,6.0,1,6.0
11666,1369,4,2332,2503.4700000000003,29.0,Female,Mass Customer,VIC,Civil Engineer,Manufacturing,True,51.0,6.0,6.0,0,2.0
11670,1738,4,2175,1841.07,38.0,Male,High Net Worth,VIC,Engineer II,Argiculture,True,39.0,14.0,9.0,1,2.0
11674,1631,4,2285,2638.26,27.0,Male,Affluent Customer,QLD,Speech Pathologist,Financial Services,False,11.0,1.0,2.0,0,0.0
11678,3150,7,2241,1234.13,32.0,Female,Mass Customer,NSW,Sales Associate,Financial Services,False,66.0,5.0,9.0,2,40.0
11685,2785,6,2199,3411.6199999999994,42.0,Female,Mass Customer,QLD,Human Resources Manager,Financial Services,False,9.0,8.0,6.0,2,25.0
11691,401,7,2183,3643.0299999999997,36.0,Female,Mass Customer,NSW,Assistant Professor,Retail,False,56.0,15.0,5.0,2,26.0
11698,705,4,2165,502.12,59.0,Male,High Net Worth,NSW,Quality Engineer,Retail,False,48.0,14.0,10.0,1,5.0
11702,797,4,2175,2277.96,50.0,Female,Mass Customer,NSW,Internal Auditor,Financial Services,False,51.0,19.0,8.0,1,0.0
11706,597,5,2215,1830.3900000000003,68.0,Female,Mass Customer,VIC,Recruiter,Manufacturing,False,6.0,6.0,7.0,1,0.0
11711,328,8,2158,2357.8,32.0,Female,Mass Customer,VIC,Senior Developer,Manufacturing,False,87.0,12.0,8.0,2,4.0
11719,1590,3,2240,2248.0399999999995,57.0,Female,Mass Customer,QLD,Assistant Manager,Retail,False,8.0,14.0,5.0,1,8.0
11722,329,6,2188,3618.01,39.0,Male,High Net Worth,VIC,Account Representative IV,Entertainment,True,25.0,12.0,4.0,2,33.0
11728,2274,2,2209,35.739999999999995,43.0,Female,Mass Customer,NSW,Budget/Accounting Analyst IV,Manufacturing,True,15.0,13.0,10.0,1,29.0
11730,664,4,2238,1036.09,29.0,Male,High Net Worth,QLD,Research Nurse,Health,False,38.0,4.0,5.0,1,10.0
11734,2922,5,2155,3257.52,41.0,Male,Affluent Customer,QLD,Sales Associate,Manufacturing,True,34.0,10.0,4.0,2,40.0
11739,3306,5,2194,3473.13,32.0,Male,Mass Customer,NSW,Compensation Analyst,Financial Services,False,50.0,7.0,9.0,2,9.0
11744,1424,3,2230,1475.88,49.0,Male,High Net Worth,NSW,Occupational Therapist,Health,True,56.0,14.0,9.0,1,0.0
11747,100,2,2165,877.4,55.0,Male,Mass Customer,NSW,General Manager,Financial Services,True,80.0,4.0,12.0,1,8.0
11749,1556,5,2238,3519.2200000000003,37.0,Male,Mass Customer,NSW,Web Developer III,Manufacturing,True,30.0,6.0,9.0,2,4.0
11754,1693,6,2229,3726.31,58.0,Male,Affluent Customer,QLD,Accountant I,Health,False,79.0,4.0,9.0,2,1.0
11760,1164,3,2307,346.88999999999993,46.0,Female,Mass Customer,VIC,Food Chemist,Health,True,97.0,17.0,9.0,0,0.0
11763,1344,3,2175,628.5699999999999,28.0,Female,Mass Customer,VIC,Tax Accountant,Manufacturing,False,20.0,4.0,4.0,1,1.0
11766,1452,5,2156,3431.62,67.0,Male,Mass Customer,NSW,Safety Technician III,Retail,False,99.0,20.0,8.0,2,31.0
11771,798,3,2175,1691.8100000000002,35.0,Female,High Net Worth,VIC,Teacher,Financial Services,False,22.0,5.0,9.0,1,0.0
11774,698,3,2230,1295.96,27.0,Female,High Net Worth,VIC,Human Resources Manager,Manufacturing,True,90.0,1.0,7.0,1,25.0
11777,1875,6,2252,3921.26,64.0,Male,High Net Worth,QLD,Staff Scientist,Retail,True,4.0,19.0,8.0,2,14.0
11783,12,7,2221,3540.03,29.0,Male,Mass Customer,QLD,Nuclear Power Engineer,Manufacturing,False,58.0,8.0,4.0,2,2.0
11790,511,5,2165,2782.8799999999997,40.0,Female,High Net Worth,NSW,Dental Hygienist,Health,False,92.0,10.0,3.0,1,0.0
11795,465,6,2158,3488.7900000000004,47.0,Female,Affluent Customer,NSW,Developer III,Financial Services,True,54.0,14.0,5.0,2,4.0
11801,281,4,2163,2233.67,50.0,Female,High Net Worth,NSW,Cost Accountant,Financial Services,True,51.0,8.0,6.0,1,1.0
11805,1947,9,2189,3974.81,59.0,Female,Affluent Customer,NSW,Geologist II,Telecommunications,True,66.0,18.0,8.0,3,21.0
11814,3058,5,2178,5935.45,37.0,Male,Mass Customer,NSW,Human Resources Manager,Manufacturing,True,67.0,16.0,12.0,2,25.0
11819,2198,3,2179,1152.8999999999999,25.0,Male,Affluent Customer,NSW,Editor,Property,True,1.0,1.0,6.0,1,34.0
11822,305,6,2187,2229.2799999999997,49.0,Female,Mass Customer,NSW,Financial Analyst,Financial Services,False,1.0,11.0,4.0,2,13.0
11828,1900,4,2221,1017.2399999999999,43.0,Male,Affluent Customer,QLD,Safety Technician II,Financial Services,True,67.0,19.0,6.0,1,31.0
11832,2967,3,2164,2466.2799999999997,44.0,Male,Affluent Customer,QLD,Social Worker,Health,True,60.0,20.0,3.0,1,0.0
11835,630,7,2207,3717.21,37.0,Male,Affluent Customer,NSW,Statistician III,Property,True,90.0,17.0,10.0,2,39.0
11842,1267,4,2295,2557.49,44.0,Male,Affluent Customer,QLD,Safety Technician IV,Entertainment,True,39.0,19.0,3.0,0,31.0
11846,829,6,2166,4600.24,22.0,Male,High Net Worth,VIC,Environmental Tech,Financial Services,True,84.0,2.0,8.0,2,3.0
11852,425,7,2179,7388.6,70.0,Female,Mass Customer,NSW,Sales Representative,Retail,True,60.0,20.0,3.0,3,7.0
11859,14,3,2201,1713.9,40.0,Female,Affluent Customer,NSW,Account Executive,Financial Services,False,85.0,6.0,8.0,1,28.0
11862,560,6,2195,3583.46,70.0,Female,Affluent Customer,VIC,Social Worker,Health,False,1.0,8.0,1.0,2,0.0
11868,2066,5,2244,2259.2900000000004,53.0,Male,High Net Worth,NSW,Food Chemist,Health,True,91.0,12.0,9.0,1,0.0
11873,120,2,2283,869.3200000000003,45.0,Male,High Net Worth,NSW,Legal Assistant,Financial Services,True,80.0,4.0,2.0,0,0.0
11875,203,5,2165,1481.1200000000001,59.0,Male,Mass Customer,NSW,Senior Quality Engineer,Argiculture,True,71.0,11.0,11.0,1,5.0
11880,2731,4,2157,1513.52,23.0,Female,Mass Customer,NSW,Accounting Assistant III,Retail,True,74.0,1.0,10.0,1,30.0
11884,726,3,2208,2965.7599999999998,45.0,Female,Mass Customer,NSW,Information Systems Manager,Health,True,69.0,10.0,8.0,1,9.0
11887,2445,5,2171,2205.8,47.0,Male,Affluent Customer,NSW,Quality Control Specialist,Retail,False,46.0,18.0,8.0,1,5.0
11892,884,5,2155,2770.85,45.0,Male,Mass Customer,VIC,Web Designer IV,Property,False,11.0,17.0,10.0,1,11.0
11897,588,5,2173,3603.85,60.0,Male,Mass Customer,NSW,Assistant Media Planner,Entertainment,False,15.0,11.0,1.0,2,0.0
11902,2334,3,2223,1315.76,27.0,Male,Affluent Customer,VIC,Food Chemist,Health,False,30.0,5.0,10.0,1,0.0
11905,3029,4,2275,1922.7499999999998,45.0,Male,Mass Customer,NSW,Business Systems Development Analyst,Manufacturing,False,85.0,13.0,10.0,0,9.0
11909,1124,3,2198,2742.04,58.0,Male,Affluent Customer,NSW,Health Coach III,Health,True,36.0,9.0,11.0,1,27.0
11912,2882,2,2448,1486.38,37.0,Female,Mass Customer,QLD,Chief Design Engineer,Manufacturing,False,62.0,9.0,3.0,0,16.0
11914,3063,4,2246,263.28,24.0,Male,Affluent Customer,QLD,VP Sales,Financial Services,False,74.0,2.0,6.0,1,7.0
11918,212,2,2341,1790.41,22.0,Female,Affluent Customer,QLD,Desktop Support Technician,IT,False,21.0,1.0,4.0,0,0.0
11920,66,5,2197,4549.2,21.0,Male,High Net Worth,NSW,Account Executive,Argiculture,False,46.0,1.0,10.0,2,28.0
11925,312,5,2167,4570.38,65.0,Male,Affluent Customer,NSW,Desktop Support Technician,Financial Services,True,44.0,6.0,10.0,2,0.0
11930,2958,6,2158,1850.9900000000002,48.0,Male,Affluent Customer,NSW,Health Coach II,Manufacturing,True,10.0,14.0,8.0,1,27.0
11936,1564,3,2167,493.17,59.0,Female,Mass Customer,NSW,Geologist III,Retail,False,42.0,16.0,10.0,1,21.0
11939,2238,3,2295,2411.83,45.0,Female,Mass Customer,VIC,Director of Sales,Retail,True,96.0,14.0,9.0,0,7.0
11942,1089,7,2305,2349.29,35.0,Female,Affluent Customer,VIC,Product Engineer,Property,False,90.0,12.0,9.0,0,17.0
11949,2953,5,2229,2881.21,51.0,Male,High Net Worth,VIC,Recruiting Manager,Health,True,45.0,8.0,7.0,2,8.0
11954,1310,5,2174,2289.2700000000004,36.0,Male,High Net Worth,QLD,Geological Engineer,Manufacturing,True,38.0,13.0,9.0,1,2.0
11959,1521,2,2249,824.2700000000002,28.0,Male,Affluent Customer,NSW,Business Systems Development Analyst,Financial Services,True,49.0,22.0,10.0,1,9.0
11961,1260,5,2220,2195.2400000000002,34.0,Male,Mass Customer,QLD,Tax Accountant,Property,False,92.0,9.0,2.0,1,1.0
11966,2620,8,2184,4919.55,24.0,Male,Mass Customer,NSW,Civil Engineer,Manufacturing,False,26.0,1.0,10.0,3,2.0
11974,1221,7,2163,1500.4900000000002,28.0,Male,High Net Worth,NSW,VP Product Management,Health,True,75.0,14.0,9.0,2,17.0
11981,1430,5,2262,1917.0099999999998,24.0,Female,Mass Customer,NSW,Biostatistician I,Manufacturing,True,86.0,3.0,8.0,1,37.0
11986,2547,3,2338,703.8300000000002,38.0,Female,Mass Customer,QLD,Social Worker,Health,True,91.0,14.0,4.0,0,0.0
11989,2316,4,2200,1437.54,45.0,Male,Affluent Customer,VIC,Computer Systems Analyst IV,Financial Services,True,79.0,11.0,6.0,1,35.0
11993,1973,4,2201,3371.6899999999996,43.0,Female,High Net Worth,NSW,Media Manager IV,Financial Services,False,52.0,5.0,10.0,1,38.0
11997,1602,5,2161,4026.12,44.0,Male,Mass Customer,NSW,Professor,Retail,False,68.0,15.0,9.0,2,26.0
12002,2800,5,2195,352.22999999999996,35.0,Female,Mass Customer,NSW,Cost Accountant,Financial Services,False,29.0,2.0,5.0,1,1.0
12007,1204,1,2354,110.56,52.0,Female,Affluent Customer,NSW,Senior Developer,Manufacturing,True,12.0,16.0,10.0,0,4.0
12008,498,7,2161,4982.410000000001,45.0,Female,High Net Worth,NSW,VP Sales,Manufacturing,True,58.0,10.0,3.0,2,7.0
12015,1242,2,2171,1085.7400000000002,50.0,Male,High Net Worth,VIC,Human Resources Assistant III,Property,True,36.0,18.0,7.0,1,25.0
12017,1362,2,2272,1736.45,50.0,Female,Affluent Customer,VIC,Account Executive,Manufacturing,True,20.0,15.0,5.0,0,28.0
12019,3064,7,2209,2410.92,28.0,Male,Affluent Customer,VIC,Product Engineer,Financial Services,True,96.0,4.0,8.0,2,17.0
12026,1472,7,2223,5011.4,59.0,Female,Mass Customer,NSW,Environmental Specialist,Financial Services,False,3.0,17.0,9.0,2,3.0
12033,3113,8,2263,4144.860000000001,53.0,Female,Mass Customer,NSW,Teacher,Property,True,52.0,18.0,7.0,2,0.0
